#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 06 30 04 50 999  6.1  7.2  1.49  8.33  5.62 163 1007.3  22.3  21.5  22.3 99.0 99.00
2013 06 30 05 50 999  4.8  5.7  1.51  8.33  5.91 166 1007.7  22.3  21.6  22.3 99.0 99.00
2013 06 30 06 50 999  5.9  7.1  1.55  8.33  5.91 166 1007.3  22.7  21.8  22.7 99.0 99.00
2013 06 30 07 50 999  6.3  7.7  1.57  7.69  5.97 160 1007.4  22.8  21.9  22.8 99.0 99.00
2013 06 30 08 50 999  6.0  7.7  1.62  7.69  6.09 150 1007.6  22.5  21.9  22.5 99.0 99.00
2013 06 30 09 50 999  5.6  6.9  1.61  8.33  5.86 161 1008.3  22.5  21.9  22.5 99.0 99.00
2013 06 30 10 50 999  5.9  7.5  1.58  7.69  5.95 148 1009.0  22.5  21.8  22.5 99.0 99.00
2013 06 30 11 50 999  7.0  7.9  1.53  7.69  5.76 148 1009.6  22.5  21.7  22.5 99.0 99.00
2013 06 30 12 50 999  5.8  7.3  1.64  7.69  5.93 150 1010.0  22.5  21.6  22.5 99.0 99.00
2013 06 30 13 50 999  6.4  7.7  1.55  7.69  5.74 147 1010.1  22.5  21.7  22.5 99.0 99.00
2013 06 30 14 50 999  7.7  8.9  1.44  8.33  5.72 147 1010.1  22.5  21.9  22.5 99.0 99.00
2013 06 30 15 50 999  5.5  7.0  1.60  7.69  5.77 151 1010.4  22.5  22.0  22.5 99.0 99.00
2013 06 30 16 50 999  5.5  6.6  1.55  7.69  5.75 160 1010.6  22.4  22.1  22.4 99.0 99.00
2013 06 30 17 50 999  5.0  5.9  1.41  7.69  5.75 163 1010.3  22.3  22.2  22.3 99.0 99.00
2013 06 30 18 50 999  7.1  8.5  1.42  7.69  5.64 151 1010.0  22.8  22.2  22.8 99.0 99.00
2013 06 30 19 50 999  7.3  8.6  1.46  7.69  5.81 150 1010.2  22.7  22.2  22.7 99.0 99.00
2013 06 30 20 50 999  8.2  9.7  1.50  8.33  5.50 152 1009.9  22.8  22.1  22.8 99.0 99.00
2013 06 30 21 50 999  8.6 10.1  1.36  8.33  5.29 158 1010.5  22.7  22.0  22.7 99.0 99.00
2013 06 30 22 50 999  8.3  9.5  1.51  8.33  5.40 140 1010.9  22.9  22.0  22.9 99.0 99.00
2013 06 30 23 50 999  7.1  8.6  1.51  7.69  5.24 154 1011.3  22.6  21.7  22.6 99.0 99.00
2013 07 01 00 50 999  5.8  6.9  1.62  8.33  5.27 153 1012.1  22.6  21.8  22.6 99.0 99.00
2013 07 01 01 50 999  6.9  8.8  1.43  7.69  5.04 167 1012.5  22.7  21.7  22.7 99.0 99.00
2013 07 01 02 50 999  5.7  7.0  1.43  7.69  5.17 148 1012.7  22.6  21.5  22.6 99.0 99.00
2013 07 01 03 50 999  7.4 10.0  1.59  7.69  5.20 166 1012.7  22.7  21.3  22.7 99.0 99.00
2013 07 01 04 50 999  7.0  7.9  1.48  7.69  5.10 156 1012.9  22.5  21.2  22.5 99.0 99.00
2013 07 01 06 50 999  6.6  8.1  1.43  7.69  5.01 139 1012.7  22.6  21.1  22.6 99.0 99.00
2013 07 01 07 50 999  5.8  7.0  1.58  7.69  5.30 139 1012.8  22.6  21.3  22.6 99.0 99.00
2013 07 01 08 50 999  6.6  7.7  1.51  7.69  5.24 145 1013.1  22.5  21.4  22.5 99.0 99.00
2013 07 01 09 50 999  6.6  7.7  1.43  8.33  5.17 139 1013.8  22.5  21.5  22.5 99.0 99.00
2013 07 01 10 50 999  7.1  8.2  1.52  7.69  5.62 151 1014.4  22.6  21.3  22.6 99.0 99.00
2013 07 01 11 50 999  6.5  7.6  1.48  7.69  5.44 146 1014.7  22.5  20.7  22.5 99.0 99.00
2013 07 01 12 50 999  6.8  8.2  1.46  8.33  5.49 145 1015.2  22.5  20.6  22.5 99.0 99.00
2013 07 01 13 50 999  6.7  7.8  1.48  7.69  5.38 152 1015.0  22.6  20.6  22.6 99.0 99.00
2013 07 01 14 50 999  6.1  7.2  1.51  7.69  5.21 155 1015.1  22.7  20.7  22.7 99.0 99.00
2013 07 01 15 50 999  6.9  8.1  1.48  7.69  5.13 165 1015.5  22.7  20.7  22.7 99.0 99.00
2013 07 01 16 50 999  6.4  7.3  1.53  7.69  5.23 143 1015.5  22.8  20.8  22.8 99.0 99.00
2013 07 01 17 50 999  5.8  7.4  1.63  7.69  5.29 153 1015.7  22.8  20.9  22.8 99.0 99.00
2013 07 01 18 50 999  6.2  7.3  1.70  7.69  5.34 146 1015.7  22.7  21.0  22.7 99.0 99.00
2013 07 01 19 50 999  6.6  7.9  1.56  7.69  5.18 128 1015.8  22.7  21.1  22.7 99.0 99.00
2013 07 01 20 50 999  6.2  7.4  1.60  7.69  5.14 146 1015.8  22.8  21.0  22.7 99.0 99.00
2013 07 01 21 50 999  5.8  7.8  1.66  7.69  5.21 136 1016.2  22.8  21.1  22.8 99.0 99.00
2013 07 01 22 50 999  6.5  8.4  1.57  7.69  5.27 158 1016.7  22.8  21.1  22.8 99.0 99.00
2013 07 01 23 50 999  5.5  6.8  1.60  7.69  5.33 143 1017.0  22.7  21.1  22.7 99.0 99.00
2013 07 02 00 50 999  5.7  7.1  1.52  7.69  5.38 153 1017.0  22.7  21.1  22.7 99.0 99.00
2013 07 02 01 50 999  6.6  8.1  1.56  7.69  5.43 145 1017.4  23.0  21.0  23.0 99.0 99.00
2013 07 02 02 50 999  6.4  7.8  1.54  7.69  5.45 154 1017.8  22.5  20.9  22.5 99.0 99.00
2013 07 02 03 50 999  6.5  7.6  1.65  7.69  5.55 156 1018.3  22.4  20.9  22.4 99.0 99.00
2013 07 02 04 50 999  6.7  8.1  1.47  7.69  5.27 165 1018.6  22.4  20.8  22.4 99.0 99.00
2013 07 02 05 50 999  6.4  8.0  1.59  7.69  5.55 155 1018.3  22.6  20.8  22.6 99.0 99.00
2013 07 02 06 50 999  5.8  7.0  1.51  7.69  5.28 150 1018.3  22.6  20.9  22.6 99.0 99.00
2013 07 02 07 50 999  5.8  6.9  1.48  8.33  5.30 165 1018.6  22.5  20.9  22.5 99.0 99.00
2013 07 02 08 50 999  6.5  7.7  1.42  7.69  5.40 160 1019.1  22.4  20.8  22.4 99.0 99.00
2013 07 02 09 50 999  6.1  7.3  1.37  8.33  5.40 164 1019.5  22.4  20.9  22.4 99.0 99.00
2013 07 02 10 50 999  6.2  7.6  1.38  7.69  5.61 153 1020.0  22.5  20.9  22.5 99.0 99.00
2013 07 02 11 50 999  6.8  8.3  1.47  8.33  5.49 170 1020.4  22.7  20.8  22.7 99.0 99.00
2013 07 02 12 50 999  5.6  8.3  1.48  7.69  5.38 144 1021.0  21.9  20.7  21.9 99.0 99.00
2013 07 02 13 50 999  4.9  6.1  1.48  7.69  5.37 160 1021.3  22.0  20.7  22.0 99.0 99.00
2013 07 02 14 50 999  6.6  8.5  1.36  6.67  5.15 152 1021.5  22.2  20.7  22.2 99.0 99.00
2013 07 02 15 50 999  5.9  7.5  1.45  7.69  5.02 147 1021.9  22.4  20.7  22.4 99.0 99.00
2013 07 02 16 50 999  6.5  7.6  1.38  7.14  4.96 171 1021.8  22.5  20.8  22.5 99.0 99.00
2013 07 02 17 50 999  6.4  7.7  1.34  7.69  4.96 147 1021.5  22.6  21.0  22.6 99.0 99.00
2013 07 02 18 50 999  6.5  7.9  1.34  5.56  4.65 158 1021.5  22.7  21.5  22.7 99.0 99.00
2013 07 02 19 50 999  5.5  6.5  1.25  7.14  4.78 150 1021.6  22.7  21.8  22.7 99.0 99.00
2013 07 02 20 50 999  6.0  7.2  1.24  7.14  4.96 149 1021.6  23.0  22.0  23.0 99.0 99.00
2013 07 02 21 50 999  6.6  7.6  1.16  7.69  4.92 161 1022.0  23.0  22.0  23.0 99.0 99.00
2013 07 02 22 50 999  7.1  9.5  1.09  7.14  4.59 146 1022.4  23.3  21.9  23.3 99.0 99.00
2013 07 02 23 50 999  5.7  7.9  1.17  6.67  4.59 139 1023.0  22.6  21.9  22.6 99.0 99.00
2013 07 03 00 50 999  1.9  4.6  1.09  7.69  4.75 144 1023.1  22.1  21.4  22.1 99.0 99.00
2013 07 03 01 50 999  0.3  2.4  1.06  7.69  5.05 154 1023.6  22.0  20.9  22.0 99.0 99.00
2013 07 03 02 50 999  1.4  2.9  1.04  6.67  5.32 139 1023.7  22.0  20.7  22.0 99.0 99.00
2013 07 03 03 50 999  3.9  5.0  1.01  7.14  5.27 142 1023.9  22.0  20.5  22.0 99.0 99.00
2013 07 03 04 50 999  4.9  6.2  1.02  7.14  5.39 155 1023.7  22.2  20.4  22.2 99.0 99.00
2013 07 03 05 50 999  6.2  7.3  1.05  7.14  5.19 187 1023.5  22.5  20.4  22.5 99.0 99.00
2013 07 03 06 50 999  5.2  6.2  1.03  7.14  5.00 158 1023.1  22.3  20.4  22.3 99.0 99.00
2013 07 03 07 50 999  4.2  4.9  1.07  6.67  5.09 142 1023.1  22.2  20.5  22.2 99.0 99.00
2013 07 03 08 50 999  5.6  6.7  1.00  7.14  5.08 153 1023.4  22.4  21.0  22.4 99.0 99.00
2013 07 03 09 50 999  4.9  5.9  0.93  7.14  4.89 172 1023.9  22.5  21.3  22.5 99.0 99.00
2013 07 03 10 50 999  3.6  4.3  0.95  6.67  4.82 165 1024.1  22.4  21.4  22.4 99.0 99.00
2013 07 03 11 50 999  3.3  3.9  0.87  6.25  5.02 146 1024.7  22.5  21.4  22.5 99.0 99.00
2013 07 03 12 50 999  3.0  3.5  0.88  7.69  4.88 138 1025.2  22.5  21.5  22.5 99.0 99.00
2013 07 03 13 50 999  4.4  5.2  0.82  7.14  5.00 161 1025.3  22.8  21.6  22.8 99.0 99.00
2013 07 03 14 50 999  5.0  5.7  0.84  7.69  4.97 153 1025.3  22.9  21.6  22.9 99.0 99.00
2013 07 03 15 50 999  4.6  5.4  0.89  7.69  5.06 154 1025.5  23.0  21.8  23.0 99.0 99.00
2013 07 03 16 50 999  5.6  6.5  0.85  7.69  5.05 151 1025.2  23.2  22.2  23.2 99.0 99.00
2013 07 03 17 50 999  6.0  7.2  0.90  7.14  4.68 143 1024.9  23.3  22.2  23.3 99.0 99.00
2013 07 03 18 50 999  6.0  7.0  0.90  5.56  4.50 150 1024.2  23.5  22.3  23.5 99.0 99.00
2013 07 03 19 50 999  5.8  7.0  0.84  6.67  4.48 146 1023.9  23.5  22.5  23.5 99.0 99.00
2013 07 03 20 50 999  6.4  7.7  0.92  7.14  4.18 154 1023.8  23.6  22.6  23.6 99.0 99.00
2013 07 03 21 50 999  5.8  7.4  0.94  6.67  4.38 153 1023.6  23.5  22.5  23.5 99.0 99.00
2013 07 03 22 50 999  6.0  7.0  0.91  6.67  4.28 166 1023.8  23.5  22.4  23.5 99.0 99.00
2013 07 03 23 50 999  5.6  6.7  0.88  6.67  4.49 168 1024.1  23.3  22.4  23.3 99.0 99.00
2013 07 04 00 50 999  5.7  7.4  0.80  5.88  4.57 149 1024.2  23.2  22.4  23.2 99.0 99.00
2013 07 04 01 50 999  6.1  7.3  0.82  6.67  4.69 141 1024.5  23.1  22.2  23.1 99.0 99.00
2013 07 04 02 50 999  5.8  7.1  0.85  6.67  4.63 164 1024.8  23.2  22.2  23.2 99.0 99.00
2013 07 04 03 50 999  5.5  6.6  0.89  5.26  4.64 156 1025.1  23.1  22.2  23.1 99.0 99.00
2013 07 04 04 50 999  4.2  5.6  0.90  6.67  4.41 172 1025.1  22.7  22.1  22.7 99.0 99.00
2013 07 04 06 50 999  4.9  5.8  0.95  5.56  4.57 163 1024.7  22.7  22.1  22.7 99.0 99.00
2013 07 04 07 50 999  5.9  7.0  0.90  5.26  4.29 159 1024.5  22.7  22.1  22.7 99.0 99.00
2013 07 04 08 50 999  5.7  6.9  0.93  5.56  4.47 161 1024.7  22.5  22.0  22.5 99.0 99.00
2013 07 04 09 50 999  5.2  6.1  0.88  6.25  4.50 149 1025.2  22.2  22.0  22.2 99.0 99.00
2013 07 04 10 50 999  3.8  5.1  0.82  6.67  4.66 149 1025.5  22.1  21.8  22.1 99.0 99.00
2013 07 04 11 50 999  5.1  6.6  0.86  6.67  4.71 155 1025.9  22.1  21.8  22.1 99.0 99.00
2013 07 04 12 50 999  5.2  6.2  0.75  4.76  4.57 169 1026.2  21.9  21.8  21.9 99.0 99.00
2013 07 04 13 50 999  4.7  5.7  0.80  7.69  4.75 190 1026.0  22.2  21.8  22.2 99.0 99.00
2013 07 04 14 50 999  4.6  5.2  0.78  4.76  4.52 157 1026.0  22.4  21.9  22.4 99.0 99.00
2013 07 04 15 50 999  5.0  6.1  0.74  8.33  4.50 122 1025.9  22.6  22.2  22.6 99.0 99.00
2013 07 04 16 50 999  5.6  7.1  0.74  7.69  4.56 176 1025.8  22.9  22.4  22.9 99.0 99.00
2013 07 04 17 50 999  5.8  7.0  0.73  7.69  4.59 141 1025.5  23.0  22.5  23.0 99.0 99.00
2013 07 04 18 50 999  6.1  7.1  0.74  7.69  4.23 222 1025.2  23.2  22.6  23.2 99.0 99.00
2013 07 04 19 50 999  6.0  6.9  0.78  7.69  4.42 163 1024.6  23.2  22.7  23.2 99.0 99.00
2013 07 04 20 50 999  5.7  6.9  0.75  7.69  4.32 137 1024.4  23.3  22.8  23.3 99.0 99.00
2013 07 04 21 50 999  6.2  7.1  0.76  7.14  4.59 147 1024.0  23.3  22.3  23.3 99.0 99.00
2013 07 04 22 50 999  5.8  6.5  0.70  7.69  4.59 129 1024.0  23.3  22.2  23.3 99.0 99.00
2013 07 04 23 50 999  4.2  4.9  0.73  7.14  4.89 157 1024.3  23.2  22.1  23.2 99.0 99.00
2013 07 05 00 50 999  3.6  4.3  0.72  7.14  4.89 188 1024.5  23.0  22.0  23.0 99.0 99.00
2013 07 05 01 50 999  4.9  5.8  0.67  6.67  4.77 185 1024.7  23.0  22.0  23.0 99.0 99.00
2013 07 05 02 50 999  5.8  7.3  0.68  7.14  4.74 151 1024.5  23.1  22.0  23.1 99.0 99.00
2013 07 05 03 50 999  6.0  6.9  0.71  7.69  4.48 160 1024.5  23.0  22.0  23.0 99.0 99.00
2013 07 05 04 50 999  5.1  6.3  0.79  7.69  4.20 127 1024.8  22.8  21.9  22.8 99.0 99.00
2013 07 05 05 50 999  5.5  6.7  0.73  7.69  4.46 190 1024.7  22.8  21.8  22.8 99.0 99.00
2013 07 05 06 50 999  5.6  6.6  0.80  6.67  4.17 140 1024.4  22.7  21.7  22.7 99.0 99.00
2013 07 05 07 50 999  5.5  6.3  0.81  7.69  4.27 155 1024.2  22.7  21.5  22.7 99.0 99.00
2013 07 05 08 50 999  5.2  6.3  0.82  3.85  4.04 168 1024.2  22.3  21.2  22.3 99.0 99.00
2013 07 05 09 50 999  5.8  7.0  0.84  7.14  4.13 137 1024.3  22.2  20.9  22.2 99.0 99.00
2013 07 05 10 50 999  5.9  6.7  0.79  4.00  4.18 162 1024.4  22.3  20.7  22.3 99.0 99.00
2013 07 05 11 50 999  6.1  7.1  0.76 14.81  4.30 315 1024.7  22.4  20.5  22.4 99.0 99.00
2013 07 05 12 50 999  5.4  6.2  0.70 14.81  4.41 161 1025.0  22.5  20.8  22.5 99.0 99.00
2013 07 05 13 50 999  5.4  6.5  0.69 14.81  4.63 118 1024.8  22.4  21.1  22.4 99.0 99.00
2013 07 05 14 50 999  5.4  6.4  0.72 14.81  4.93 313 1025.0  22.6  21.3  22.6 99.0 99.00
2013 07 05 15 50 999  5.8  6.8  0.69  7.14  4.47 156 1025.0  22.8  21.4  22.8 99.0 99.00
2013 07 05 16 50 999  6.1  7.2  0.68  7.14  4.39 152 1024.7  23.0  21.6  23.0 99.0 99.00
2013 07 05 17 50 999  6.1  7.2  0.75 14.81  4.51 203 1024.1  23.2  21.7  23.2 99.0 99.00
2013 07 05 18 50 999  6.2  7.2  0.83 14.81  4.33 113 1023.7  23.4  21.8  23.4 99.0 99.00
2013 07 05 19 50 999  6.1  7.5  0.83  6.25  4.02 150 1023.2  23.6  22.1  23.6 99.0 99.00
2013 07 05 20 50 999  6.1  7.0  0.79  6.67  4.12 173 1022.5  23.7  22.3  23.7 99.0 99.00
2013 07 05 21 50 999  6.4  7.8  0.77 14.81  4.02 116 1022.0  23.9  22.4  23.9 99.0 99.00
2013 07 05 22 50 999  6.5  7.8  0.85  7.14  4.23 144 1021.6  24.1  22.5  24.1 99.0 99.00
2013 07 05 23 50 999  6.2  7.0  0.81  7.14  3.98 166 1021.6  24.1  22.5  24.1 99.0 99.00
2013 07 06 00 50 999  6.0  7.3  0.80  6.67  4.22 160 1022.2  23.9  22.5  23.9 99.0 99.00
2013 07 06 01 50 999  6.0  7.2  0.75 16.00  4.27 305 1022.6  23.7  22.5  23.7 99.0 99.00
2013 07 06 02 50 999  6.6  7.7  0.70 14.81  4.32 146 1022.6  23.8  22.4  23.8 99.0 99.00
2013 07 06 03 50 999  6.3  7.5  0.73 14.81  4.55 168 1022.6  23.8  22.3  23.8 99.0 99.00
2013 07 06 04 50 999  6.2  7.6  0.72 14.81  4.42 135 1022.8  23.7  22.2  23.7 99.0 99.00
2013 07 06 05 50 999  6.2  7.5  0.76 14.81  4.60 150 1022.4  22.9  21.9  22.9 99.0 99.00
2013 07 06 06 50 999  6.5  8.2  0.74 14.81  4.22 101 1022.1  22.9  21.8  22.9 99.0 99.00
2013 07 06 07 50 999  5.1  6.3  0.89 14.81  4.33 128 1022.2  22.6  21.7  22.6 99.0 99.00
2013 07 06 08 50 999  5.3  6.3  0.87 14.81  4.71 100 1022.2  22.4  21.6  22.4 99.0 99.00
2013 07 06 09 50 999  5.1  6.3  0.90 14.81  4.56 332 1022.4  22.4  21.8  22.4 99.0 99.00
2013 07 06 10 50 999  5.6  6.8  0.91 14.81  4.60 290 1022.6  22.6  22.0  22.6 99.0 99.00
2013 07 06 11 50 999  4.8  5.6  0.86 14.81  4.49 263 1022.8  22.6  22.0  22.6 99.0 99.00
2013 07 06 12 50 999  4.5  5.4  0.87  5.26  4.79 165 1022.9  22.8  22.0  22.8 99.0 99.00
2013 07 06 13 50 999  4.1  4.7  0.83  5.00  4.77 164 1022.6  22.8  22.0  22.8 99.0 99.00
2013 07 06 14 50 999  4.1  4.8  0.82  7.69  4.83 138 1022.6  23.2  22.2  23.2 99.0 99.00
2013 07 06 15 50 999  6.5  7.7  0.79  7.14  4.78 151 1022.4  23.1  22.3  23.1 99.0 99.00
2013 07 06 16 50 999  6.6  7.8  0.81  7.14  4.42 144 1022.0  23.3  22.3  23.3 99.0 99.00
2013 07 06 17 50 999  6.2  7.0  0.82  7.14  4.50 144 1021.4  23.4  22.3  23.4 99.0 99.00
2013 07 06 18 50 999  6.0  7.0  0.90  6.67  4.32 166 1021.0  23.6  22.3  23.6 99.0 99.00
2013 07 06 19 50 999  6.7  8.1  0.90  7.14  4.18 157 1020.3  23.8  22.5  23.8 99.0 99.00
2013 07 06 20 50 999  6.4  8.0  0.93  4.17  3.96 178 1019.8  24.3  22.5  24.2 99.0 99.00
2013 07 06 21 50 999  5.9  7.9  0.93  3.70  3.96 191 1019.4  24.5  22.7  23.8 99.0 99.00
2013 07 06 22 50 999  6.1  7.6  0.93 14.81  4.17  76 1019.2  24.5  22.9  23.8 99.0 99.00
2013 07 06 23 50 999  6.2  8.2  0.92 14.81  4.08 117 1019.2  24.2  23.1  23.4 99.0 99.00
2013 07 07 00 50 999  6.0  7.7  0.89 13.79  4.03 170 1019.4  23.7  23.0  23.7 99.0 99.00
2013 07 07 01 50 999  5.9  7.7  0.84  9.09  4.14 134 1020.1  23.5  22.9  23.5 99.0 99.00
2013 07 07 02 50 999  5.7  6.9  0.82  4.17  4.11 164 1020.4  22.9  22.9  22.9 99.0 99.00
2013 07 07 03 50 999  5.9  7.2  0.81 13.79  4.48 105 1020.8  22.0  22.5  22.0 99.0 99.00
2013 07 07 04 50 999  6.8  7.8  0.81 13.79  4.48 115 1020.5  21.9  21.8  21.9 99.0 99.00
2013 07 07 05 50 999  5.2  6.1  0.78 13.79  4.61 150 1020.1  21.5  21.0  21.5 99.0 99.00
2013 07 07 06 50 999  4.9  5.6  0.82 13.79  4.96 149 1019.7  21.3  20.5  21.3 99.0 99.00
2013 07 07 07 50 999  4.6  5.2  0.78 13.79  4.70 316 1019.7  21.5  20.6  21.5 99.0 99.00
2013 07 07 08 50 999  4.5  5.2  0.80  8.33  4.85 127 1019.5  21.4  20.5  21.4 99.0 99.00
2013 07 07 09 50 999  4.9  5.9  0.88 13.79  5.01 114 1019.6  21.6  21.2  21.6 99.0 99.00
2013 07 07 10 50 999  5.0  5.9  0.81 13.79  4.70 119 1019.8  21.8  21.5  21.8 99.0 99.00
2013 07 07 11 50 999  5.1  6.1  0.86 13.79  4.78 111 1019.9  22.0  22.1  22.0 99.0 99.00
2013 07 07 12 50 999  6.3  7.4  0.86 13.79  4.74 116 1019.8  22.2  22.6  22.2 99.0 99.00
2013 07 07 13 50 999  6.8  8.1  0.82 13.79  4.56 118 1019.5  22.6  23.0  22.6 99.0 99.00
2013 07 07 14 50 999  6.9  8.2  0.77 14.81  4.26 151 1019.3  22.6  23.1  22.6 99.0 99.00
2013 07 07 15 50 999  6.6  7.7  0.77  8.33  4.01 154 1019.1  22.7  22.5  22.7 99.0 99.00
2013 07 07 16 50 999  6.7  8.0  0.85 13.79  4.24 108 1018.9  22.6  21.6  22.6 99.0 99.00
2013 07 07 17 50 999  6.5  7.6  0.89  5.26  4.05 149 1018.5  22.6  20.5  22.6 99.0 99.00
2013 07 07 18 50 999  6.4  7.5  1.03  4.17  4.18 166 1018.0  22.9  20.6  22.9 99.0 99.00
2013 07 07 19 50 999  6.1  7.5  1.11  5.26  4.28 162 1017.5  23.0  20.6  23.0 99.0 99.00
2013 07 07 20 50 999  6.2  7.2  1.01  5.26  4.17 157 1016.8  23.1  20.3  23.1 99.0 99.00
2013 07 07 21 50 999  6.4  7.4  1.02  5.00  4.24 164 1016.3  23.3  20.3  23.2 99.0 99.00
2013 07 07 22 50 999  5.6  6.9  0.99  5.00  4.30 168 1016.8  22.9  20.3  22.9 99.0 99.00
2013 07 07 23 50 999  5.9  6.7  0.90  5.26  4.42 163 1016.9  22.8  20.3  22.8 99.0 99.00
2013 07 08 00 50 999  6.4  7.2  0.83  5.26  4.20 165 1017.1  22.7  20.4  22.7 99.0 99.00
2013 07 08 01 50 999  6.8  7.7  0.80 13.79  4.38 266 1017.7  22.6  20.3  22.6 99.0 99.00
2013 07 08 02 50 999  7.4  8.6  0.75 13.79  4.49 141 1017.6  22.8  20.3  22.8 99.0 99.00
2013 07 08 03 50 999  6.2  8.1  0.74 12.90  4.23 133 1017.6  22.3  20.2  22.3 99.0 99.00
2013 07 08 04 50 999  5.0  7.2  0.72 13.79  4.19  36 1018.4  21.0  19.8  20.9 99.0 99.00
2013 07 08 05 50 999  2.5  3.1  0.71 12.90  4.37 137 1018.2  20.5  19.6  20.5 99.0 99.00
2013 07 08 06 50 999  2.3  2.9  0.70 12.90  4.62 136 1018.0  20.5  19.5  20.5 99.0 99.00
2013 07 08 07 50 999  1.9  2.2  0.74 12.90  4.53 133 1017.9  20.7  19.4  20.7 99.0 99.00
2013 07 08 08 50 999  3.0  4.3  0.76 13.79  4.82 102 1018.0  20.7  19.3  20.7 99.0 99.00
2013 07 08 09 50 999  2.2  2.8  0.71 13.79  4.57 124 1018.3  20.3  19.2  20.3 99.0 99.00
2013 07 08 10 50 999  1.7  2.1  0.73 12.90  4.53 120 1018.7  20.5  19.4  20.5 99.0 99.00
2013 07 08 11 50 999  1.5  2.0  0.73  4.76  4.41 166 1019.0  20.7  19.7  20.7 99.0 99.00
2013 07 08 12 50 999  2.2  2.6  0.77  4.76  4.36 155 1019.1  21.3  20.1  21.3 99.0 99.00
2013 07 08 13 50 999  2.5  3.3  0.75  5.00  4.58 167 1019.0  21.9  21.1  21.9 99.0 99.00
2013 07 08 14 50 999  2.7  3.3  0.81  5.56  4.86 170 1019.4  21.7  21.6  21.7 99.0 99.00
2013 07 08 15 50 999  1.3  1.9  0.75  5.26  4.90 161 1019.1  22.2  22.1  22.2 99.0 99.00
2013 07 08 16 50 999  3.9  4.9  0.76  5.88  5.08 159 1019.1  22.4  22.0  22.4 99.0 99.00
2013 07 08 17 50 999  5.9  7.2  0.75  5.88  4.97 153 1019.0  23.0  21.8  22.2 99.0 99.00
2013 07 08 18 50 999  4.3  5.2  0.77  5.88  5.20 155 1018.7  23.0  21.9  22.4 99.0 99.00
2013 07 08 19 50 999  5.1  6.7  0.80  5.88  5.04 165 1018.4  23.2  22.0  22.8 99.0 99.00
2013 07 08 20 50 999  6.1  7.5  0.79  5.56  4.88 178 1017.9  22.6  21.8  22.6 99.0 99.00
2013 07 08 21 50 999  6.8  8.1  0.84  5.88  4.69 170 1017.3  22.5  21.6  22.5 99.0 99.00
2013 07 08 22 50 999  5.7  6.8  0.89  6.25  4.33 171 1017.9  22.3  21.4  22.0 99.0 99.00
2013 07 08 23 50 999  5.9  6.8  0.86  5.88  4.32 162 1018.1  22.4  21.7  22.1 99.0 99.00
2013 07 09 00 50 999  5.8  7.0  0.82  6.25  4.48 186 1018.6  21.7  21.8  21.7 99.0 99.00
2013 07 09 01 50 999  6.4  7.7  0.77  6.25  4.47 178 1019.5  22.2  22.0  22.2 99.0 99.00
2013 07 09 02 50 999  5.9  7.3  0.79  5.88  4.44 167 1019.4  21.8  22.0  21.8 99.0 99.00
2013 07 09 03 50 999  6.5  7.7  0.74  5.88  4.58 156 1019.7  21.9  21.9  21.9 99.0 99.00
2013 07 09 04 50 999  6.6  7.6  0.69  5.88  4.13 168 1019.2  22.1  21.6  22.1 99.0 99.00
2013 07 09 05 50 999  5.4  7.0  0.70  5.56  4.54 158 1019.3  21.6  21.3  21.6 99.0 99.00
2013 07 09 06 50 999  6.6  8.1  0.76 12.90  4.23 138 1019.2  21.6  21.1  21.6 99.0 99.00
2013 07 09 07 50 999  6.7  8.2  0.69  5.26  3.96 151 1018.9  22.1  21.0  22.1 99.0 99.00
2013 07 09 08 50 999  6.2  7.5  0.82  5.56  4.06 148 1019.1  21.7  21.1  21.7 99.0 99.00
2013 07 09 09 50 999  6.3  7.5  0.80  5.56  4.11 160 1019.1  21.6  21.1  21.6 99.0 99.00
2013 07 09 10 50 999  5.6  6.6  0.83  5.00  4.08 168 1019.2  21.7  21.1  21.7 99.0 99.00
2013 07 09 11 50 999  5.6  7.1  0.83  5.26  4.35 173 1019.5  21.7  21.1  21.7 99.0 99.00
2013 07 09 12 50 999  6.1  7.3  0.80  5.56  4.42 182 1019.7  21.3  21.1  21.3 99.0 99.00
2013 07 09 13 50 999  6.0  7.2  0.83  5.88  4.52 177 1019.9  21.6  21.2  21.6 99.0 99.00
2013 07 09 14 50 999  5.9  7.2  0.87  5.56  4.44 189 1020.0  21.8  21.5  21.8 99.0 99.00
2013 07 09 15 50 999  6.4  7.6  0.85  5.26  4.24 171 1019.7  21.9  21.3  21.9 99.0 99.00
2013 07 09 16 50 999  6.6  7.8  0.78  5.26  4.20 163 1019.6  22.0  21.4  22.0 99.0 99.00
2013 07 09 17 50 999  6.0  7.3  0.80  5.26  4.17 167 1019.0  22.0  21.4  22.0 99.0 99.00
2013 07 09 18 50 999  6.5  8.0  0.79  5.88  3.96 147 1018.8  22.1  21.3  22.1 99.0 99.00
2013 07 09 19 50 999  6.1  7.3  0.92  5.26  4.08 160 1018.6  22.3  21.3  22.3 99.0 99.00
2013 07 09 20 50 999  5.2  6.4  0.83  5.56  4.02 158 1018.3  22.1  21.3  22.1 99.0 99.00
