#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 02 26 04 50  96  3.8  4.9  1.67 12.12  9.13  64 1023.3   4.5   5.0   0.3 99.0 99.00
2013 02 26 05 50  61  1.4  2.1  1.51 11.43  8.74  75 1024.1   4.4   5.0  -0.1 99.0 99.00
2013 02 26 06 50  18  2.9  3.7  1.54 12.90  9.17  58 1023.7   4.6   5.0  -0.3 99.0 99.00
2013 02 26 07 50  21  4.4  5.2  1.70 11.43  9.20  79 1023.7   4.7   5.2  -0.1 99.0 99.00
2013 02 26 08 50  15  5.6  6.6  1.79 13.79  9.43  72 1023.0   4.3   5.2   1.2 99.0 99.00
2013 02 26 09 50  31  5.8  6.8  1.75 12.90  8.63  75 1022.8   4.5   5.2   0.8 99.0 99.00
2013 02 26 10 50  49  6.0  7.2  1.87 12.90  8.50  76 1022.5   4.7   5.2   1.4 99.0 99.00
2013 02 26 11 50  60  6.5  8.1  1.82 13.79  7.99  73 1022.8   4.9   5.2   2.0 99.0 99.00
2013 02 26 12 50  55  6.5  8.4  1.62 13.79  7.10  89 1022.7   5.1   5.1   2.8 99.0 99.00
2013 02 26 13 50  49  6.3  7.7  1.80 13.79  7.45  77 1022.9   5.3   5.1   3.2 99.0 99.00
2013 02 26 14 50  48  6.3  7.5  1.94 13.79  8.15  87 1022.3   5.7   5.1   3.8 99.0 99.00
2013 02 26 15 50  50  5.4  6.5  1.84 13.79  7.91  79 1022.4   6.0   5.2   4.0 99.0 99.00
2013 02 26 16 50  56  5.7  6.9  1.74 12.90  7.91  81 1021.6   6.2   5.2   4.4 99.0 99.00
2013 02 26 17 50  69  6.1  6.9  1.78 13.79  7.96  69 1020.4   6.5   5.2   4.7 99.0 99.00
2013 02 26 18 50  66  6.7  8.1  1.78 13.79  8.00  75 1018.9   6.6   5.2   4.9 99.0 99.00
2013 02 26 19 50  71  6.7  7.9  1.74 13.79  7.25  66 1018.0   6.7   5.1   5.0 99.0 99.00
2013 02 26 20 50  83  6.4  7.4  1.73 13.79  6.60 101 1018.0   6.8   5.0   4.9 99.0 99.00
2013 02 26 21 50  86  9.9 12.2  1.98 12.90  6.89  86 1014.8   7.2   5.0   5.8 99.0 99.00
2013 02 26 22 50  83 10.4 13.4  2.14 12.90  5.86  80 1013.6   7.4   5.0   6.6 99.0 99.00
2013 02 26 23 50  82 10.9 14.2  2.62 13.79  5.99 103 1011.9   7.6   5.0   6.8 99.0 99.00
2013 02 27 00 50  90 13.0 15.4  2.77 13.79  5.90 100 1009.1   8.3   5.0   7.9 99.0 99.00
2013 02 27 01 50  87 11.1 13.1  2.95 13.79  6.35 102 1008.1   8.4   5.0   8.2 99.0 99.00
2013 02 27 02 50  96 11.5 13.8  3.30 13.79  6.60 115 1005.3   8.7   5.0   8.6 99.0 99.00
2013 02 27 03 50 111 12.2 14.5  3.29  7.69  6.65 104 1003.6   9.6   5.0   9.5 99.0 99.00
2013 02 27 04 50 115  9.5 12.2  3.17  8.33  6.68 109 1003.1  10.0   5.0   9.8 99.0 99.00
2013 02 27 05 50 113 10.0 12.3  3.19  8.33  6.83 109 1001.8   9.9   5.0   9.7 99.0 99.00
2013 02 27 06 50 113  8.5 10.5  3.57  8.33  7.07 107 1000.7   9.4   5.0   9.2 99.0 99.00
2013 02 27 07 50 126  4.7  5.7  3.30  8.33  7.03 117 1000.0   8.7   4.9   8.7 99.0 99.00
2013 02 27 08 50 188  3.2  4.0  3.35  8.33  6.90 116  999.5   7.7   4.9   7.7 99.0 99.00
2013 02 27 09 50 203  3.7  4.9  3.36  9.09  7.04 132  999.4   7.1   4.9   7.1 99.0 99.00
2013 02 27 10 50 195  4.0  5.2  3.19  9.09  6.96 132  999.8   6.4   4.9   6.4 99.0 99.00
2013 02 27 11 50 189  5.7  7.0  3.34  7.69  7.19 116  999.4   6.0   4.9   6.0 99.0 99.00
2013 02 27 12 50 224  6.7  8.2  3.05 10.00  7.24 124 1000.6   6.0   4.9   6.0 99.0 99.00
2013 02 27 13 50 207  6.3  7.7  3.22 10.81  7.51 112 1001.2   5.9   4.9   5.9 99.0 99.00
2013 02 27 14 50 222  6.3  7.7  2.92 10.81  7.74 122 1001.8   6.3   4.9   6.3 99.0 99.00
2013 02 27 15 50 249  8.9 12.5  2.84 11.43  7.87 130 1002.6   6.7   4.9   6.2 99.0 99.00
2013 02 27 16 50 237  5.6  7.0  2.95 11.43  7.50 112 1002.9   6.6   4.9   5.5 99.0 99.00
2013 02 27 17 50 225  4.7  6.1  2.61 10.00  7.60 121 1003.3   6.7   5.0   5.1 99.0 99.00
2013 02 27 18 50 248  4.3  5.6  2.53 10.00  7.76 106 1003.2   7.5   5.1   4.9 99.0 99.00
2013 02 27 19 50 239  3.6  4.7  2.37 10.00  7.58 122 1003.7   7.4   5.1   4.6 99.0 99.00
2013 02 27 20 50 256  3.1  4.5  2.59 10.00  7.94 119 1004.2   7.4   5.1   4.5 99.0 99.00
2013 02 27 21 50 256  2.2  3.7  2.48  9.09  7.63 126 1004.4   7.6   5.2   4.2 99.0 99.00
2013 02 27 22 50 209  3.1  4.1  2.24 10.81  7.44 107 1005.0   7.3   5.1   4.1 99.0 99.00
2013 02 27 23 50 190  4.0  5.0  2.26  9.09  7.32 131 1005.5   6.3   5.0   5.1 99.0 99.00
2013 02 28 00 50 188  4.7  5.6  2.16 10.00  7.75 104 1005.4   6.5   5.0   5.3 99.0 99.00
2013 02 28 01 50 192  4.7  6.4  2.05 12.12  7.59  98 1005.6   6.5   5.0   5.4 99.0 99.00
2013 02 28 02 50 190  4.2  5.4  2.20 10.00  8.09 115 1005.3   6.3   4.9   5.4 99.0 99.00
2013 02 28 03 50 193  4.3  5.1  2.03 10.00  7.99 111 1004.9   6.5   4.9   5.4 99.0 99.00
2013 02 28 04 50 234  4.0  5.2  2.13 12.12  8.07  74 1004.6   6.5   4.9   5.2 99.0 99.00
2013 02 28 05 50 242  2.3  3.8  2.00 10.81  8.20  99 1004.6   5.8   4.8   5.0 99.0 99.00
2013 02 28 06 50 266  1.0  2.1  2.00 10.00  8.32  98 1003.7   6.0   4.8   4.9 99.0 99.00
2013 02 28 07 50 272  1.7  2.6  2.02 10.81  8.19  76 1003.5   6.1   4.7   4.5 99.0 99.00
2013 02 28 08 50 220  1.3  2.0  1.88 12.12  7.79  72 1003.3   5.8   4.7   4.4 99.0 99.00
2013 02 28 09 50 226  2.4  3.3  2.12 10.00  8.03  95 1003.7   5.4   4.7   4.6 99.0 99.00
2013 02 28 10 50  98  0.5  1.5  1.75  9.09  7.41 108 1003.7   6.3   4.7   3.7 99.0 99.00
2013 02 28 11 50  58  1.2  2.0  1.71 11.43  7.55  81 1003.6   7.0   4.7   3.8 99.0 99.00
2013 02 28 12 50 342  3.0  3.6  1.65 10.81  7.67  90 1003.9   6.3   4.7   3.3 99.0 99.00
2013 02 28 13 50 316  5.4  6.5  1.63 12.12  7.90  95 1003.9   5.4   4.8   3.7 99.0 99.00
2013 02 28 14 50 315  8.9 10.7  1.64 11.43  7.16  80 1003.7   4.7   4.8   2.8 99.0 99.00
2013 02 28 15 50 309 10.2 12.6  1.61 11.43  6.07  79 1003.7   3.9   4.8   2.2 99.0 99.00
2013 02 28 16 50 303  8.1 10.0  1.53 10.81  5.42  74 1003.6   4.0   4.8   2.2 99.0 99.00
2013 02 28 17 50 275  5.4  6.8  1.47 10.00  5.80  92 1003.3   4.2   4.8   2.5 99.0 99.00
2013 02 28 18 50 267  4.9  6.1  1.41 12.12  6.56  68 1003.2   4.6   4.8   1.9 99.0 99.00
2013 02 28 19 50 258  3.8  4.9  1.31 10.00  6.97 105 1003.1   4.9   4.8   2.0 99.0 99.00
2013 02 28 20 50 233  2.0  2.8  1.56  9.09  8.01 104 1003.1   5.1   4.9   2.3 99.0 99.00
2013 02 28 21 50 233  0.8  1.5  1.33 10.81  7.92  87 1003.4   5.1   4.9   2.7 99.0 99.00
2013 02 28 22 50 245  2.8  3.6  1.33 10.81  8.29  85 1003.8   5.8   4.9   1.5 99.0 99.00
2013 02 28 23 50 272  5.2  6.4  1.31  9.09  8.03 104 1004.3   5.9   4.9   1.1 99.0 99.00
2013 03 01 00 50 262  5.9  7.5  1.28 10.00  7.33  85 1004.8   5.8   4.9   0.9 99.0 99.00
2013 03 01 01 50 260  5.4  6.9  1.28 10.00  7.26  83 1005.5   5.4   4.9   1.4 99.0 99.00
2013 03 01 02 50 266  5.6  6.7  1.13 10.00  6.74  74 1005.5   5.3   4.8   1.1 99.0 99.00
2013 03 01 03 50 284  6.0  7.7  1.15 11.43  6.14  83 1005.2   5.2   4.8   1.2 99.0 99.00
2013 03 01 04 50 284  7.7  9.8  1.07 10.81  5.28  47 1005.0   5.2   4.8   0.3 99.0 99.00
2013 03 01 05 50 279  6.8  8.7  1.16 12.90  5.31 121 1005.3   4.9   4.8   0.4 99.0 99.00
2013 03 01 06 50 267  6.7  8.5  1.06 10.81  5.33  84 1005.6   4.6   4.7   0.3 99.0 99.00
2013 03 01 07 50 273  7.3  8.8  1.02 10.00  5.35  73 1005.4   4.3   4.7   0.3 99.0 99.00
2013 03 01 08 50 273  7.5  9.4  0.87  9.09  4.77  74 1005.8   4.4   4.7   0.7 99.0 99.00
2013 03 01 09 50 282  7.8  9.4  0.98 10.81  4.54  93 1006.1   4.3   4.7   0.6 99.0 99.00
2013 03 01 10 50 295  7.4  9.0  0.99  3.57  4.36 300 1006.1   4.2   4.7   0.8 99.0 99.00
2013 03 01 11 50 294  6.6  8.3  0.97 10.00  4.83  90 1006.5   4.0   4.7   0.8 99.0 99.00
2013 03 01 12 50 286  6.2  7.4  0.92 10.00  4.83  65 1007.4   4.1   4.7   0.8 99.0 99.00
2013 03 01 13 50 277  6.6  7.9  0.93 12.12  4.80  85 1007.8   4.2   4.7   1.0 99.0 99.00
2013 03 01 14 50 282  6.2  7.7  0.88 11.43  4.81 109 1007.8   4.7   4.8   0.9 99.0 99.00
2013 03 01 15 50 300  7.5  8.9  0.85 12.12  4.62  99 1007.7   5.1   4.8   0.5 99.0 99.00
2013 03 01 16 50 300  6.0  7.3  0.84 11.43  4.48  87 1007.9   5.2   4.9   0.7 99.0 99.00
2013 03 01 17 50 308  5.9  7.3  0.75 10.00  4.43  93 1007.7   5.3   4.9   0.7 99.0 99.00
2013 03 01 18 50 302  4.8  5.5  0.79 12.90  4.73  66 1007.7   5.3   5.0   1.0 99.0 99.00
2013 03 01 19 50 308  3.9  4.6  0.78 11.43  5.13  94 1007.7   5.3   5.0   1.2 99.0 99.00
2013 03 01 20 50 324  4.3  4.9  0.74 10.81  5.60  91 1007.6   5.2   5.0   1.6 99.0 99.00
2013 03 01 21 50 297  6.9  8.5  0.71 10.00  5.62  65 1007.9   5.4   5.0   1.1 99.0 99.00
2013 03 01 22 50 282  6.8  8.1  0.76 12.90  5.05  69 1008.5   5.2   4.9   1.2 99.0 99.00
2013 03 01 23 50 286  4.9  5.9  0.73 13.79  4.61  71 1008.9   5.0   4.9   1.3 99.0 99.00
2013 03 02 00 50 285  6.0  7.0  0.74 12.12  5.24  84 1008.8   5.1   4.8   1.2 99.0 99.00
2013 03 02 01 50 286  6.8  8.1  0.74 12.90  5.14 102 1009.4   5.1   4.8   1.1 99.0 99.00
2013 03 02 02 50 284  7.1  8.3  0.73  9.09  4.64  76 1009.5   4.9   4.8   1.1 99.0 99.00
2013 03 02 03 50 279  7.3  8.6  0.73 13.79  4.38  55 1009.7   4.8   4.7   0.7 99.0 99.00
2013 03 02 04 50 286  7.7  8.9  0.77 13.79  4.17 145 1009.4   4.7   4.7   0.6 99.0 99.00
2013 03 02 05 50 295  6.5  7.8  0.78  9.09  4.45  80 1009.5   4.5   4.7   0.7 99.0 99.00
2013 03 02 06 50 300  6.5  7.6  0.86 12.90  4.15  46 1009.5   4.3   4.7   0.0 99.0 99.00
2013 03 02 07 50 292  6.5  7.8  0.76 10.00  4.11  81 1009.5   4.0   4.7   0.3 99.0 99.00
2013 03 02 08 50 295  7.0  8.0  0.77 12.90  4.20  26 1009.5   3.6   4.7  -0.6 99.0 99.00
2013 03 02 09 50 322  8.4  9.8  0.70 11.43  3.91  66 1009.5   3.7   4.7  -2.0 99.0 99.00
2013 03 02 10 50 316  8.5  9.7  0.90 12.12  3.85  87 1009.5   3.3   4.6  -2.2 99.0 99.00
2013 03 02 11 50 323  8.7 10.1  0.94  4.00  3.98 326 1009.5   3.0   4.6  -2.3 99.0 99.00
2013 03 02 12 50 318  8.6 10.2  0.95  4.00  4.02 339 1010.0   2.9   4.6  -2.5 99.0 99.00
2013 03 02 13 50 313  6.7  8.0  0.91  4.17  4.15 341 1010.3   2.6   4.6  -2.7 99.0 99.00
2013 03 02 14 50 293  6.1  7.4  0.86  4.35  4.08 326 1010.3   2.5   4.6  -2.1 99.0 99.00
2013 03 02 15 50 304  6.7  8.5  0.81  4.00  4.04 341 1010.2   2.4   4.6  -2.5 99.0 99.00
2013 03 02 16 50 318  6.7  8.1  0.86  4.00  3.99 334 1009.7   2.4   4.7  -3.2 99.0 99.00
2013 03 02 17 50 315  6.2  7.5  0.81 12.90  4.21 258 1008.6   2.6   4.7  -3.1 99.0 99.00
2013 03 02 18 50 314  4.9  6.0  0.79 12.90  4.17  83 1008.2   2.7   4.8  -2.9 99.0 99.00
2013 03 02 19 50 308  4.7  6.1  0.72 12.90  4.22  62 1008.1   3.0   4.8  -2.8 99.0 99.00
2013 03 02 20 50 278  7.5  9.0  0.72 11.43  4.20  45 1008.1   3.4   4.7  -3.2 99.0 99.00
2013 03 02 21 50 281  8.9 10.3  0.78 10.00  3.75  92 1008.2   3.3   4.7  -3.8 99.0 99.00
2013 03 02 22 50 285  7.6  9.1  0.85  3.70  3.85 329 1008.6   3.2   4.7  -3.6 99.0 99.00
2013 03 02 23 50 280  7.9  9.3  0.76  3.57  3.77 313 1008.9   2.9   4.6  -2.5 99.0 99.00
2013 03 03 00 50 275 10.1 11.9  0.78 10.00  4.02  47 1008.7   2.5   4.6  -2.2 99.0 99.00
2013 03 03 01 50 277  8.4 10.1  0.87  3.70  3.88 304 1009.0   2.3   4.6  -2.0 99.0 99.00
2013 03 03 02 50 274  8.1  9.7  0.88  4.17  4.04 309 1008.9   2.4   4.6  -1.9 99.0 99.00
2013 03 03 03 50 283  9.4 11.3  0.93  4.17  4.06 317 1008.4   2.5   4.5  -2.4 99.0 99.00
2013 03 03 05 50 283  9.7 11.4  1.01  4.76  4.02 334 1008.3   2.3   4.4  -3.1 99.0 99.00
2013 03 03 06 50 283  9.1 10.9  0.97  4.35  3.94 327 1008.2   2.3   4.4  -2.8 99.0 99.00
2013 03 03 07 50 283  9.2 11.2  1.02  4.35  3.84 331 1007.8   2.0   4.4  -2.8 99.0 99.00
2013 03 03 08 50 289  9.7 11.5  1.07  4.55  3.90 336 1007.9   1.8   4.5  -3.1 99.0 99.00
2013 03 03 09 50 304  9.6 11.3  1.12  4.17  3.98 328 1008.2   1.7   4.5  -3.1 99.0 99.00
2013 03 03 10 50 307  8.2 10.6  1.07  4.35  4.12 330 1008.6   1.7   4.5  -3.2 99.0 99.00
2013 03 03 11 50 288  7.9  9.8  1.17  4.55  4.11 335 1008.8   1.1   4.5  -2.8 99.0 99.00
2013 03 03 12 50 283  8.5 10.0  1.00  4.55  4.00 347 1009.3   1.0   4.5  -3.0 99.0 99.00
2013 03 03 13 50 291  9.8 11.8  0.96  4.55  4.06   4 1009.2   1.1   4.5  -3.3 99.0 99.00
2013 03 03 14 50 304 10.2 12.4  1.09  4.35  4.06 341 1009.1   0.8   4.5  -6.1 99.0 99.00
2013 03 03 15 50 314 10.1 12.6  1.17  4.55  4.24 340 1008.9   0.8   4.5  -6.4 99.0 99.00
2013 03 03 16 50 297  8.8 10.6  1.16  5.00  4.30 354 1008.8   1.0   4.6  -5.7 99.0 99.00
2013 03 03 17 50 297  8.4 10.6  1.11  5.26  4.17 343 1008.2   1.3   4.6  -5.4 99.0 99.00
2013 03 03 18 50 297  8.5 10.3  1.08  5.00  4.10 346 1007.7   1.5   4.6  -4.1 99.0 99.00
2013 03 03 19 50 299  8.8 10.8  1.14  5.00  4.12 335 1007.5   1.6   4.6  -4.7 99.0 99.00
2013 03 03 20 50 299  9.1 11.0  1.25  4.55  4.12 338 1007.3   2.2   4.6  -5.3 99.0 99.00
2013 03 03 21 50 295  9.3 11.2  1.20  4.76  4.08 337 1007.3   2.8   4.6  -4.9 99.0 99.00
2013 03 03 22 50 304 10.9 13.0  1.06  4.76  3.93 321 1007.9   3.0   4.6  -4.3 99.0 99.00
2013 03 03 23 50 297  9.6 11.6  1.17  5.00  4.10 327 1008.8   2.9   4.6  -4.0 99.0 99.00
2013 03 04 00 50 300  8.6 10.5  1.20  4.76  4.18 327 1009.2   3.0   4.6  -3.7 99.0 99.00
2013 03 04 01 50 305 10.5 12.5  1.11  5.00  4.14 334 1009.4   3.1   4.5  -4.3 99.0 99.00
2013 03 04 02 50 298 10.1 12.1  1.23  5.26  4.26 323 1009.8   3.0   4.5  -3.9 99.0 99.00
2013 03 04 03 50 300 11.8 14.1  1.30  5.56  4.36 332 1009.6   2.6   4.5  -3.8 99.0 99.00
2013 03 04 04 50 288 11.0 13.1  1.36  5.00  4.36 329 1009.9   2.3   4.5  -4.2 99.0 99.00
2013 03 04 05 50 286 11.2 14.3  1.11  4.76  4.13 338 1010.0   2.3   4.5  -3.9 99.0 99.00
2013 03 04 06 50 290 11.3 14.2  1.23  5.00  4.10 331 1010.3   2.1   4.5  -4.3 99.0 99.00
2013 03 04 07 50 299 11.6 14.0  1.19  5.00  4.08 335 1010.2   1.8   4.5  -4.7 99.0 99.00
2013 03 04 08 50 291 10.7 13.5  1.28  5.26  4.06 329 1010.4   1.7   4.5  -4.5 99.0 99.00
2013 03 04 09 50 296 10.7 13.4  1.31  5.00  4.17 333 1010.8   1.4   4.5  -5.0 99.0 99.00
2013 03 04 10 50 291 10.9 12.7  1.32  5.26  4.17 329 1011.4   1.2   4.4  -5.2 99.0 99.00
2013 03 04 11 50 292 11.6 14.1  1.32  5.00  4.13 337 1012.0   0.4   4.4  -5.8 99.0 99.00
2013 03 04 12 50 291 11.8 15.3  1.40  4.76  4.25 319 1012.7   0.1   4.4  -5.7 99.0 99.00
2013 03 04 13 50 293 11.1 13.4  1.55  5.00  4.46 330 1013.0  -0.1   4.4  -6.0 99.0 99.00
2013 03 04 14 50 297 11.3 13.7  1.51  5.00  4.48 333 1012.9   0.1   4.4  -6.3 99.0 99.00
2013 03 04 15 50 287 10.7 13.4  1.39  5.00  4.45 346 1012.9   0.6   4.4  -6.1 99.0 99.00
2013 03 04 16 50 285 10.4 12.8  1.50  5.56  4.54 343 1012.5   1.3   4.4  -5.7 99.0 99.00
2013 03 04 17 50 287 10.0 12.1  1.40  5.56  4.43 346 1012.1   1.9   4.5  -5.6 99.0 99.00
2013 03 04 18 50 284 10.4 13.2  1.32  5.56  4.37 344 1011.7   2.5   4.5  -5.3 99.0 99.00
2013 03 04 19 50 279  9.4 10.9  1.38  5.26  4.24 337 1011.8   3.0   4.6  -4.7 99.0 99.00
2013 03 04 20 50 278  9.4 11.4  1.29  5.26  4.25 332 1011.8   3.6   4.6  -4.2 99.0 99.00
2013 03 04 21 50 286  9.4 11.4  1.19  5.00  4.08 333 1011.7   4.2   4.6  -3.8 99.0 99.00
2013 03 04 22 50 278  9.6 11.4  1.11  4.76  4.00 333 1012.3   4.2   4.6  -3.3 99.0 99.00
2013 03 04 23 50 283  9.7 11.5  1.11  4.55  3.95 324 1013.2   4.2   4.5  -3.4 99.0 99.00
2013 03 05 00 50 281  9.5 11.2  1.00  4.55  3.89 325 1013.8   4.2   4.5  -3.2 99.0 99.00
2013 03 05 01 50 287  9.7 12.1  0.94  4.76  3.88 334 1014.6   4.1   4.5  -3.4 99.0 99.00
2013 03 05 02 50 293  9.7 11.8  0.99  4.76  3.95 332 1015.0   3.6   4.5  -3.6 99.0 99.00
2013 03 05 03 50 302 10.8 12.7  1.17  5.00  4.19 344 1014.9   3.1   4.5  -3.0 99.0 99.00
2013 03 05 04 50 302 13.1 15.8  1.42  5.00  4.39 339 1014.6   2.8   4.5  -3.9 99.0 99.00
2013 03 05 05 50 311 12.6 14.9  1.81  5.56  4.79 340 1014.7   2.6   4.4  -3.9 99.0 99.00
2013 03 05 06 50 307 11.6 14.2  1.79  5.88  4.90 332 1015.6   2.5   4.4  -3.7 99.0 99.00
2013 03 05 07 50 300 11.0 13.0  1.60  5.88  4.65 337 1015.9   2.0   4.4  -4.3 99.0 99.00
2013 03 05 08 50 307 10.4 13.3  1.42  5.56  4.40 334 1016.1   1.8   4.4  -4.0 99.0 99.00
2013 03 05 09 50 304 10.1 11.5  1.35  5.26  4.29 331 1016.4   1.4   4.4  -4.0 99.0 99.00
2013 03 05 10 50 304  9.4 10.9  1.16  5.00  4.13 324 1017.3   1.5   4.4  -3.2 99.0 99.00
2013 03 05 11 50 304  8.2  9.6  1.12  5.00  4.03 329 1017.4   1.2   4.4  -3.4 99.0 99.00
2013 03 05 12 50 297  7.4  9.0  1.05  4.76  3.93 321 1018.0   1.0   4.4  -3.9 99.0 99.00
2013 03 05 13 50 318  7.8  9.2  0.96  4.55  3.86 320 1017.9   1.0   4.4  -3.7 99.0 99.00
2013 03 05 14 50 316  6.3  7.7  0.86  4.00  3.76 324 1018.0   1.1   4.5  -3.8 99.0 99.00
2013 03 05 15 50 318  5.6  7.0  0.74  4.17  3.81 311 1018.0   1.2   4.5  -3.7 99.0 99.00
2013 03 05 16 50 316  4.2  5.2  0.62  4.17  3.90 329 1017.5   1.3   4.5  -3.6 99.0 99.00
2013 03 05 17 50 316  3.9  5.2  0.61 12.90  4.03  72 1017.4   1.5   4.6  -3.3 99.0 99.00
2013 03 05 18 50 352  4.0  5.0  0.60 12.90  4.19  35 1016.9   1.8   4.7  -2.9 99.0 99.00
2013 03 05 19 50  37  3.7  4.5  0.53 12.90  4.18 126 1016.2   2.2   4.7  -2.6 99.0 99.00
2013 03 05 20 50  85  3.7  4.4  0.52 12.12  4.37  83 1016.2   2.5   4.7  -2.5 99.0 99.00
2013 03 05 21 50 107  4.3  5.1  0.47 12.90  4.56 103 1015.9   2.7   4.7  -1.7 99.0 99.00
2013 03 05 22 50 161  3.9  4.6  0.47 12.90  4.94  84 1016.3   2.9   4.6  -1.2 99.0 99.00
2013 03 05 23 50 183  4.0  4.7  0.51 12.90  5.45  80 1016.6   3.1   4.5  -0.9 99.0 99.00
2013 03 06 00 50 160  3.9  4.8  0.46 12.90  5.40  89 1016.3   3.4   4.4  -0.2 99.0 99.00
2013 03 06 01 50 148  3.8  4.4  0.49 12.12  5.21  94 1015.7   3.7   4.4  -0.1 99.0 99.00
2013 03 06 02 50 113  3.9  4.9  0.47 12.12  4.69 115 1015.0   4.2   4.3   0.6 99.0 99.00
2013 03 06 03 50  97  6.3  7.1  0.50 12.12  4.92  42 1013.5   4.8   4.3   1.5 99.0 99.00
2013 03 06 05 50  88  9.1 12.1  0.78  3.33  3.54  97 1009.6   5.6   4.3   2.8 99.0 99.00
2013 03 06 06 50  87  9.7 11.5  1.03  4.00  3.80  90 1008.8   5.6   4.3   3.2 99.0 99.00
2013 03 06 07 50  81 11.5 13.8  1.37  4.55  4.26  92 1006.7   5.5   4.3   3.4 99.0 99.00
2013 03 06 09 50  75 13.8 17.7  2.10  5.56  4.95  95 1003.4   5.6   4.4   3.6 99.0 99.00
2013 03 06 10 50  75 14.1 17.1  2.66  6.25  5.53  96 1002.9   5.9   4.4   4.1 99.0 99.00
2013 03 06 11 50  75 16.0 20.0  3.12  6.67  5.87  90 1001.5   6.1   4.3   4.5 99.0 99.00
2013 03 06 12 50  69 15.0 18.2  3.63  7.14  6.22  86 1000.3   6.6   4.3   5.5 99.0 99.00
2013 03 06 14 50  68 17.5 21.7  4.34  8.33  6.66  91  996.9   7.7   4.4   5.6 99.0 99.00
2013 03 06 16 50  57 17.1 22.4  5.70  9.09  7.47  72  994.0   7.3   4.4   6.4 99.0 99.00
2013 03 06 20 50  20 19.6 24.8 99.00 99.00 99.00 999  995.2   5.3   4.7   5.0 99.0 99.00
2013 03 06 21 50  18 21.6 26.5  6.34 11.43  7.92  47  996.8   4.2   4.6   4.0 99.0 99.00
2013 03 06 22 50  12 21.2 26.7  7.80 10.81  8.45  37  998.1   4.0   4.5   3.6 99.0 99.00
2013 03 06 23 50   4 21.4 26.2  7.08 10.81  8.17  33  999.7   3.9   4.4   2.7 99.0 99.00
2013 03 07 00 50 355 21.5 27.8  7.13 10.81  8.21  39 1001.5   3.6   4.2   2.6 99.0 99.00
2013 03 07 01 50 349 19.3 25.9  7.50 10.81  8.36  23 1003.1   2.8   4.2   2.3 99.0 99.00
2013 03 07 02 50 347 17.9 22.6  7.60 10.81  8.53  40 1004.6   3.1   4.4   2.0 99.0 99.00
2013 03 07 03 50 345 17.9 23.1  6.97 11.43  8.54  46 1005.6   3.0   4.6   2.0 99.0 99.00
2013 03 07 04 50 348 17.3 21.2  7.43 12.12  8.91  45 1006.1   3.2   4.7   2.0 99.0 99.00
2013 03 07 05 50 342 16.4 21.2  6.19 11.43  8.14  57 1007.0   2.8   4.8   1.8 99.0 99.00
2013 03 07 06 50 342 16.1 21.3  5.89 11.43  8.11  79 1007.7   3.0   5.0   2.0 99.0 99.00
2013 03 07 07 50 339 16.1 19.1  6.03 11.43  8.15  93 1008.2   3.1   5.1   1.7 99.0 99.00
2013 03 07 08 50 332 16.3 19.5  5.41 12.90  7.80  81 1009.1   3.3   5.5   1.7 99.0 99.00
2013 03 07 09 50 331 15.0 18.9  5.52 12.12  7.81  87 1010.6   3.0   5.8   1.7 99.0 99.00
2013 03 07 10 50 330 14.5 17.5  5.17 12.12  7.77  75 1011.3   3.7   6.0   1.0 99.0 99.00
2013 03 07 11 50 330 14.1 17.5  4.82 13.79  7.57  91 1012.4   3.8   5.9   0.3 99.0 99.00
2013 03 07 12 50 334 13.6 16.9  4.54 12.90  7.19  70 1013.3   3.5   5.9   0.1 99.0 99.00
2013 03 07 13 50 334 13.1 15.8  4.48 12.90  7.57  91 1014.0   3.8   5.7  -0.6 99.0 99.00
2013 03 07 14 50 331 12.5 15.3  4.63 12.90  7.84  82 1014.6   3.9   5.6  -0.5 99.0 99.00
2013 03 07 15 50 325 12.3 14.8  4.62 13.79  8.04  97 1015.2   4.3   5.6  -0.6 99.0 99.00
2013 03 07 16 50 320 11.6 14.3  4.56 12.12  7.92  80 1015.3   4.8   5.6  -0.3 99.0 99.00
2013 03 07 17 50 312 11.0 14.6  3.89 12.90  7.67  81 1015.4   4.9   5.7   0.4 99.0 99.00
2013 03 07 18 50 313 12.1 15.2  4.10 13.79  7.84 101 1015.0   5.2   6.0   0.1 99.0 99.00
2013 03 07 19 50 316 12.0 14.8  3.95 13.79  7.79  97 1014.7   5.7   6.2   0.2 99.0 99.00
2013 03 07 20 50 313 11.1 13.0  4.08 12.90  8.02  77 1015.1   5.9   6.3   0.8 99.0 99.00
2013 03 07 21 50 312 11.8 14.4  4.09 13.79  8.23  84 1015.4   6.1   6.3   0.7 99.0 99.00
2013 03 07 22 50 310 11.4 14.4  3.62 13.79  7.48  88 1015.9   6.1   6.3   1.0 99.0 99.00
2013 03 07 23 50 332  9.2 11.6  3.64 13.79  7.61  70 1017.0   6.0   6.3   1.9 99.0 99.00
2013 03 08 00 50 338  7.4  8.9  3.59 13.79  7.96  68 1017.7   6.0   6.2   2.2 99.0 99.00
